rch_site,scenario,dx,dy,Transient,Stationary
2,85,25.0,-25.0,398811.8362426758,779950.4852294922
2,86,25.0,-25.0,13405.104875564575,18865.76771736145
2,87,25.0,-25.0,230894.41299438477,497451.74407958984
2,88,25.0,-25.0,84202.31819152832,149155.9886932373
2,89,25.0,-25.0,742712.8601074219,1312949.21875
2,8,25.0,-25.0,2288091.8884277344,4016520.99609375
2,90,25.0,-25.0,862872.0092773438,1413785.7055664062
2,91,25.0,-25.0,632308.6166381836,970258.9416503906
2,92,25.0,-25.0,802680.7403564453,1224256.7443847656
2,93,25.0,-25.0,1995831.7565917969,3166412.0483398438
2,94,25.0,-25.0,2280181.7321777344,3666556.396484375
2,95,25.0,-25.0,840184.4787597656,1693149.5666503906
2,96,25.0,-25.0,1193067.7032470703,2665376.8920898438
2,97,25.0,-25.0,98979.63523864746,164398.68927001953
2,98,25.0,-25.0,924427.7191162109,1496559.9060058594
2,99,25.0,-25.0,772711.3342285156,1468572.2351074219
2,9,25.0,-25.0,1792393.0358886719,3104916.9921875
4,100,25.0,-25.0,3821161.8041992188,7874544.0673828125
4,101,25.0,-25.0,679269.4854736328,1479057.0068359375
4,102,25.0,-25.0,1709917.2973632812,3350629.5776367188
4,103,25.0,-25.0,27189.9151802063,52057.02781677246
4,104,25.0,-25.0,1632222.2900390625,2591560.05859375
4,105,25.0,-25.0,960293.4265136719,1696396.9421386719
4,106,25.0,-25.0,1700532.6843261719,2873636.474609375
4,107,25.0,-25.0,320483.7417602539,597008.4762573242
4,108,25.0,-25.0,1053300.9338378906,1921034.0881347656
4,109,25.0,-25.0,1250363.1591796875,2851901.5502929688
4,10,25.0,-25.0,570682.6019287109,1061894.4549560547
4,110,25.0,-25.0,249822.6547241211,650252.8381347656
4,111,25.0,-25.0,2386908.416748047,5416140.7470703125
4,112,25.0,-25.0,3429340.5151367188,7342851.5625
4,113,25.0,-25.0,1826101.6845703125,4172649.8413085938
4,114,25.0,-25.0,878808.9752197266,1943401.1840820312
4,115,25.0,-25.0,1271910.629272461,2172167.96875
4,116,25.0,-25.0,1648547.2106933594,2499148.406982422
4,117,25.0,-25.0,569719.0856933594,1007572.3266601562
4,118,25.0,-25.0,895489.8071289062,1542590.4846191406
4,119,25.0,-25.0,957964.9353027344,1677634.1247558594
4,11,25.0,-25.0,1583403.1677246094,2271064.910888672
4,120,25.0,-25.0,887113.8763427734,1484087.9821777344
4,12,25.0,-25.0,678256.1492919922,1241201.3244628906
4,13,25.0,-25.0,1455932.1594238281,3641100.4638671875
4,14,25.0,-25.0,1057249.8321533203,2326549.2248535156
4,15,25.0,-25.0,2931924.4384765625,6604190.673828125
4,16,25.0,-25.0,2854606.3232421875,6373192.138671875
4,17,25.0,-25.0,7314613.037109375,12986408.69140625
4,18,25.0,-25.0,496641.845703125,1090095.5963134766
4,19,25.0,-25.0,4234614.2578125,6292938.8427734375
4,1,25.0,-25.0,2017612.9150390625,5376943.9697265625
4,20,25.0,-25.0,1134475.326538086,2290796.5087890625
4,21,25.0,-25.0,2241028.289794922,3648952.0263671875
4,22,25.0,-25.0,1137172.3937988281,2118419.647216797
4,23,25.0,-25.0,377549.9725341797,763730.7739257812
4,24,25.0,-25.0,790241.3177490234,1439668.8842773438
4,25,25.0,-25.0,2090120.5444335938,4824441.833496094
4,26,25.0,-25.0,977359.3139648438,2170869.598388672
4,27,25.0,-25.0,1090261.3067626953,2746605.5297851562
4,28,25.0,-25.0,1225243.6065673828,3216186.5234375
4,29,25.0,-25.0,1665608.5205078125,3875259.3994140625
4,2,25.0,-25.0,3281931.7626953125,7809777.83203125
4,30,25.0,-25.0,3684602.6611328125,6776756.591796875
4,31,25.0,-25.0,897000.9613037109,1950338.5925292969
4,32,25.0,-25.0,1308959.1979980469,2357721.2524414062
4,33,25.0,-25.0,754535.9802246094,1406558.3801269531
4,34,25.0,-25.0,799044.4183349609,1684129.0283203125
4,35,25.0,-25.0,449537.8112792969,914109.3444824219
4,36,25.0,-25.0,1249325.7141113281,2187586.9750976562
4,37,25.0,-25.0,925378.41796875,2272825.6225585938
4,38,25.0,-25.0,10040.79818725586,20193.13335418701
4,39,25.0,-25.0,3089787.2924804688,6665588.9892578125
4,3,25.0,-25.0,517427.74963378906,1404731.5979003906
4,40,25.0,-25.0,2159029.3884277344,4947494.5068359375
4,41,25.0,-25.0,594992.4850463867,1574603.4240722656
4,42,25.0,-25.0,1259533.9965820312,2765315.2465820312
4,43,25.0,-25.0,2253655.242919922,4505148.620605469
4,44,25.0,-25.0,2001986.5417480469,3748331.6040039062
4,45,25.0,-25.0,1273562.7746582031,2738036.4990234375
4,46,25.0,-25.0,2646174.6215820312,5380838.623046875
4,47,25.0,-25.0,1395623.3215332031,2977952.880859375
4,48,25.0,-25.0,498857.1548461914,1236759.262084961
4,49,25.0,-25.0,279342.4415588379,690674.8199462891
4,4,25.0,-25.0,1082991.714477539,3041675.1098632812
4,50,25.0,-25.0,422742.1569824219,954714.5080566406
4,51,25.0,-25.0,1900865.1733398438,4444255.065917969
4,52,25.0,-25.0,1785640.869140625,4076447.4487304688
4,53,25.0,-25.0,968391.4184570312,2301380.7678222656
4,54,25.0,-25.0,180460.26229858398,457708.85467529297
4,55,25.0,-25.0,296555.8433532715,738413.9251708984
4,56,25.0,-25.0,1142918.6248779297,2417186.1267089844
4,57,25.0,-25.0,482260.97106933594,1156938.705444336
4,58,25.0,-25.0,1624876.708984375,3885157.470703125
4,59,25.0,-25.0,2706096.4965820312,5526148.0712890625
4,5,25.0,-25.0,4964892.272949219,9114440.91796875
4,60,25.0,-25.0,2118985.9008789062,4615356.750488281
4,61,25.0,-25.0,1788871.7651367188,3659974.9755859375
4,62,25.0,-25.0,1309221.3439941406,2889742.431640625
4,63,25.0,-25.0,2365848.846435547,5210669.5556640625
4,64,25.0,-25.0,450636.02447509766,1313374.3286132812
4,65,25.0,-25.0,109396.6293334961,414611.8927001953
4,66,25.0,-25.0,1804378.9672851562,3412334.8999023438
4,67,25.0,-25.0,1592777.099609375,2884215.6982421875
4,68,25.0,-25.0,931816.9403076172,1832335.8154296875
4,69,25.0,-25.0,871472.2442626953,1951337.5854492188
4,6,25.0,-25.0,3146697.998046875,6008897.705078125
4,70,25.0,-25.0,808705.0628662109,1848136.2915039062
4,71,25.0,-25.0,14589.303731918335,37987.380027770996
4,72,25.0,-25.0,230033.1687927246,529377.2125244141
4,73,25.0,-25.0,628738.6703491211,1654852.7526855469
4,74,25.0,-25.0,2054293.3654785156,4503544.3115234375
4,75,25.0,-25.0,387135.5438232422,1026320.7244873047
4,76,25.0,-25.0,1452800.7507324219,3469074.0966796875
4,77,25.0,-25.0,2356614.227294922,4791785.888671875
4,78,25.0,-25.0,1889065.3991699219,3640345.458984375
4,79,25.0,-25.0,709087.7532958984,1461349.4873046875
4,7,25.0,-25.0,2766915.283203125,5309860.2294921875
4,80,25.0,-25.0,696162.109375,1545219.8791503906
4,81,25.0,-25.0,942773.3612060547,2007205.810546875
4,82,25.0,-25.0,1690562.2863769531,3268277.587890625
4,83,25.0,-25.0,2188593.75,4447487.487792969
4,84,25.0,-25.0,4084074.70703125,7848353.8818359375
4,85,25.0,-25.0,1845146.9421386719,4027095.0317382812
4,86,25.0,-25.0,219065.36102294922,595627.7847290039
4,87,25.0,-25.0,2878225.7080078125,6049422.607421875
4,88,25.0,-25.0,46718.28269958496,130162.2200012207
4,89,25.0,-25.0,1393342.1325683594,3038801.5747070312
4,8,25.0,-25.0,2374039.306640625,4047441.40625
4,90,25.0,-25.0,396886.63482666016,1037321.8536376953
4,91,25.0,-25.0,851341.4001464844,1673322.9064941406
4,92,25.0,-25.0,1351001.8920898438,2399857.177734375
4,93,25.0,-25.0,84818.40133666992,203997.63107299805
4,94,25.0,-25.0,1697818.9086914062,3138052.0629882812
4,95,25.0,-25.0,972628.0975341797,1897548.0651855469
4,96,25.0,-25.0,332731.89544677734,698301.1627197266
4,97,25.0,-25.0,52423.25782775879,163577.42309570312
4,98,25.0,-25.0,790732.1929931641,1860868.0725097656
4,99,25.0,-25.0,1695492.7062988281,3751409.6069335938
4,9,25.0,-25.0,264008.06427001953,602437.0574951172
6,100,25.0,-25.0,979575.1190185547,1652410.2783203125
6,101,25.0,-25.0,6528.803110122681,9286.349415779114
6,102,25.0,-25.0,821331.8634033203,1174334.0301513672
6,103,25.0,-25.0,891330.7189941406,1227034.7595214844
6,104,25.0,-25.0,685269.5465087891,1121546.859741211
6,105,25.0,-25.0,503542.2134399414,833314.5141601562
6,106,25.0,-25.0,224432.56378173828,457145.3094482422
6,107,25.0,-25.0,1192471.8475341797,1906764.6789550781
6,108,25.0,-25.0,954233.3984375,1337691.0400390625
6,109,25.0,-25.0,211942.4819946289,425693.0923461914
6,10,25.0,-25.0,1836949.462890625,3099584.9609375
6,110,25.0,-25.0,1219840.8508300781,1938234.7106933594
6,111,25.0,-25.0,849884.8724365234,1380115.2038574219
6,112,25.0,-25.0,1897105.4077148438,2614483.0322265625
6,113,25.0,-25.0,582671.5850830078,814714.9658203125
6,114,25.0,-25.0,496053.3905029297,597370.719909668
6,115,25.0,-25.0,929556.9610595703,1173849.4873046875
6,116,25.0,-25.0,80375.71907043457,130305.29022216797
6,117,25.0,-25.0,785145.6451416016,969883.8806152344
6,118,25.0,-25.0,136446.94328308105,179642.75360107422
6,119,25.0,-25.0,612266.731262207,846257.0190429688
6,11,25.0,-25.0,957007.4462890625,2115082.550048828
6,120,25.0,-25.0,168985.00442504883,238856.16302490234
6,12,25.0,-25.0,516859.51232910156,738900.6805419922
6,13,25.0,-25.0,1321869.3542480469,2088619.9951171875
6,14,25.0,-25.0,72687.60681152344,194822.5212097168
6,15,25.0,-25.0,161145.26748657227,311890.926361084
6,16,25.0,-25.0,1077467.1936035156,1515488.8916015625
6,17,25.0,-25.0,1141836.7767333984,1777963.1042480469
6,18,25.0,-25.0,217103.21426391602,394751.1291503906
6,19,25.0,-25.0,1237115.0970458984,2011553.8024902344
6,1,25.0,-25.0,1333399.8107910156,1994221.19140625
6,20,25.0,-25.0,1110730.6671142578,1891958.9233398438
6,21,25.0,-25.0,1879066.0095214844,3000086.3647460938
6,22,25.0,-25.0,576220.6268310547,1043659.9731445312
6,23,25.0,-25.0,664204.2541503906,859946.4416503906
6,24,25.0,-25.0,1144358.5968017578,2237886.8103027344
6,25,25.0,-25.0,1403319.5495605469,2282714.2333984375
6,26,25.0,-25.0,1460481.4147949219,2182175.1403808594
6,27,25.0,-25.0,823024.90234375,1193525.9246826172
6,28,25.0,-25.0,263027.83966064453,383714.82849121094
6,29,25.0,-25.0,1048863.6779785156,1479639.5874023438
6,2,25.0,-25.0,1513631.1340332031,2237851.7150878906
6,30,25.0,-25.0,396099.5864868164,805179.5959472656
6,31,25.0,-25.0,1124830.1696777344,2221208.1909179688
6,32,25.0,-25.0,1140638.5040283203,2330331.8786621094
6,33,25.0,-25.0,787006.9885253906,1569193.2678222656
6,34,25.0,-25.0,1318348.8464355469,2030429.5349121094
6,35,25.0,-25.0,1648063.8122558594,2950393.6767578125
6,36,25.0,-25.0,1667162.1704101562,4010700.3784179688
6,37,25.0,-25.0,807747.4212646484,1730987.2436523438
6,38,25.0,-25.0,529213.7908935547,1022563.4765625
6,39,25.0,-25.0,38280.930519104004,61815.27614593506
6,3,25.0,-25.0,1582740.6311035156,2392366.6381835938
6,40,25.0,-25.0,606746.711730957,843060.0738525391
6,41,25.0,-25.0,217173.9387512207,359177.7038574219
6,42,25.0,-25.0,775241.4703369141,1383404.8461914062
6,43,25.0,-25.0,1659862.2131347656,3103296.8139648438
6,44,25.0,-25.0,900765.5334472656,2022944.6411132812
6,45,25.0,-25.0,166920.12786865234,431174.88861083984
6,46,25.0,-25.0,587224.5788574219,947086.4105224609
6,47,25.0,-25.0,1113301.6204833984,2066567.5354003906
6,48,25.0,-25.0,1884563.1408691406,3635526.4282226562
6,49,25.0,-25.0,508843.9178466797,1287143.8598632812
6,4,25.0,-25.0,119478.92189025879,218021.27838134766
6,50,25.0,-25.0,860934.6771240234,1635465.6982421875
6,51,25.0,-25.0,1165503.2348632812,1779379.7302246094
6,52,25.0,-25.0,237152.15682983398,439637.6419067383
6,53,25.0,-25.0,738062.744140625,1275143.4326171875
6,54,25.0,-25.0,344089.35546875,626950.9887695312
6,55,25.0,-25.0,503436.7370605469,1124026.7944335938
6,56,25.0,-25.0,1566535.0341796875,2745093.3837890625
6,57,25.0,-25.0,940978.5461425781,1468525.0854492188
6,58,25.0,-25.0,233679.58068847656,377813.68255615234
6,59,25.0,-25.0,1307165.9851074219,2325075.5310058594
6,5,25.0,-25.0,956390.8386230469,1739210.3576660156
6,60,25.0,-25.0,3376143.798828125,5198491.2109375
6,61,25.0,-25.0,1531766.357421875,3215367.1264648438
6,62,25.0,-25.0,1511258.0871582031,2657023.3154296875
6,63,25.0,-25.0,2315800.9338378906,3599613.037109375
6,64,25.0,-25.0,1066507.0343017578,1969081.8786621094
6,65,25.0,-25.0,1290099.3347167969,2373961.944580078
6,66,25.0,-25.0,1702019.1955566406,2865349.4262695312
6,67,25.0,-25.0,1295866.8518066406,2353582.763671875
6,68,25.0,-25.0,1212352.6000976562,2040148.4680175781
6,69,25.0,-25.0,996708.5266113281,1652892.6086425781
6,6,25.0,-25.0,1133083.49609375,1973772.7355957031
6,70,25.0,-25.0,1546230.3161621094,2609861.4501953125
6,71,25.0,-25.0,5448247.6806640625,7581945.80078125
6,72,25.0,-25.0,3033130.1879882812,4885561.5234375
6,73,25.0,-25.0,841780.7006835938,1831437.3779296875
6,74,25.0,-25.0,407098.5412597656,801871.337890625
6,75,25.0,-25.0,557027.2445678711,959085.6170654297
6,76,25.0,-25.0,1247920.5322265625,2264205.9326171875
6,77,25.0,-25.0,508041.9158935547,1076370.7733154297
6,78,25.0,-25.0,122704.84924316406,224934.46350097656
6,79,25.0,-25.0,457119.4076538086,779034.8815917969
6,7,25.0,-25.0,1050622.6348876953,1657113.6474609375
6,80,25.0,-25.0,27689.833641052246,34629.483222961426
6,81,25.0,-25.0,880423.9654541016,1677622.9858398438
6,82,25.0,-25.0,1009409.7900390625,1956347.65625
6,83,25.0,-25.0,1072602.9968261719,2068907.6232910156
6,84,25.0,-25.0,50306.69689178467,113089.55192565918
6,85,25.0,-25.0,714708.8623046875,1505462.4938964844
6,86,25.0,-25.0,454792.86193847656,855408.6303710938
6,87,25.0,-25.0,751402.1301269531,1327292.6330566406
6,88,25.0,-25.0,663115.7684326172,1148545.3796386719
6,89,25.0,-25.0,521389.3508911133,923718.5668945312
6,8,25.0,-25.0,604707.2601318359,977058.1817626953
6,90,25.0,-25.0,186246.08993530273,333219.98596191406
6,91,25.0,-25.0,868933.4106445312,1351520.5383300781
6,92,25.0,-25.0,1154209.8236083984,1832783.6608886719
6,93,25.0,-25.0,366223.6785888672,731949.0051269531
6,94,25.0,-25.0,979503.173828125,2071055.908203125
6,95,25.0,-25.0,1193354.721069336,2552704.9255371094
6,96,25.0,-25.0,1063649.673461914,2072238.3117675781
6,97,25.0,-25.0,622906.3415527344,1292449.0356445312
6,98,25.0,-25.0,547219.8104858398,960477.8289794922
6,99,25.0,-25.0,439127.9983520508,844630.2032470703
6,9,25.0,-25.0,950554.4281005859,1645312.6525878906
