time,rch_site,scenario,dx,dy,total,total_water,maximum,area
2012-01-14,4,29,25,-25,1887720.79467773,260263.996124268,0.5744171,23939375
2012-01-14,4,2,25,-25,3512893.37158203,437630.958557129,1.133956,34572500
2012-01-14,4,30,25,-25,4360848.69384766,610740.051269531,1.1017733,34449375
2012-01-14,4,31,25,-25,1066448.82202148,146202.516555786,0.39595795,18592500
2012-01-14,4,32,25,-25,1576360.01586914,204145.011901855,0.6043482,24321250
2012-01-14,4,33,25,-25,989580.841064453,121752.214431763,0.38788033,20076875
2012-01-14,4,34,25,-25,1002996.59729004,109641.180038452,0.32441902,20528750
2012-01-14,4,35,25,-25,495912.704467774,43223.4239578247,0.38612938,12567500
2012-01-14,4,36,25,-25,860439.071655274,58990.7646179199,0.840374,15701875
2012-01-14,4,37,25,-25,419487.495422363,37069.7641372681,0.18328476,12711875
2012-01-14,4,38,25,-25,10219.2807197571,459.395907819271,0.4621048,348125
2012-01-14,4,39,25,-25,2801006.77490234,296193.218231201,2.1825485,31838125
2012-01-14,4,3,25,-25,641872.024536133,79797.3680496216,0.2785282,17255000
2012-01-14,4,40,25,-25,2207673.03466797,249212.894439697,1.237402,28485625
2012-01-14,4,41,25,-25,680851.669311524,78934.8840713501,1.9826641,14201875
2012-01-14,4,42,25,-25,1316611.93847656,152874.67956543,1.1162338,19866250
2012-01-14,4,43,25,-25,2394637.60375977,281503.391265869,1.4383602,31061250
2012-01-14,4,44,25,-25,2081638.64135742,229832.172393799,0.8298845,31566875
2012-01-14,4,45,25,-25,1514696.65527344,167875.690460205,0.5418978,23716250
2012-01-14,4,46,25,-25,2894210.51025391,307255.153656006,0.86754227,31600000
2012-01-14,4,47,25,-25,1613993.22509766,162844.390869141,1.3464146,20638125
2012-01-14,4,48,25,-25,557301.445007324,49410.3908538818,0.8500824,11127500
2012-01-14,4,49,25,-25,107248.659133911,7070.77383995056,0.110785484,3827500
2012-01-14,4,4,25,-25,1369305.41992188,187592.945098877,0.55521584,25699375
2012-01-14,4,50,25,-25,303529.987335205,22380.0158500671,0.6064224,8621250
2012-01-14,4,51,25,-25,1509128.57055664,136867.027282715,1.2070265,23489375
2012-01-14,4,52,25,-25,1601875.76293945,156601.95350647,1.1909609,25301250
2012-01-14,4,53,25,-25,941008.30078125,98555.2883148193,1.7785673,19761250
2012-01-14,4,54,25,-25,161776.40914917,14767.7361965179,1.5804319,4718750
2012-01-14,4,55,25,-25,271808.757781982,24718.7566757202,1.1265221,7031875
2012-01-14,4,56,25,-25,1160039.82543945,112370.681762695,0.677783,19216250
2012-01-14,4,57,25,-25,570269.660949707,56022.219657898,0.32017517,11955000
2012-01-14,4,58,25,-25,1764643.24951172,179326.629638672,0.66325665,22951875
2012-01-14,4,59,25,-25,3037457.58056641,326324.119567871,1.8753929,26438750
2012-01-14,4,5,25,-25,6107796.02050781,895766.067504883,2.0433311,47684375
2012-01-14,4,60,25,-25,2305086.66992188,238379.821777344,1.6985817,23011250
2012-01-14,4,61,25,-25,900884.017944336,69633.4886550903,0.41407394,18376250
2012-01-14,4,62,25,-25,1120599.36523437,99133.768081665,0.80572796,18893750
2012-01-14,4,63,25,-25,1880048.67553711,176433.849334717,1.5109377,29155625
2012-01-14,4,64,25,-25,442523.422241211,43200.2782821655,0.25777245,11316250
2012-01-14,4,65,25,-25,108571.090698242,13018.0156230927,0.13838482,3804375
2012-01-14,4,66,25,-25,1492130.5847168,159963.312149048,1.3750362,24111250
2012-01-14,4,67,25,-25,1163443.75610352,103456.201553345,1.0222654,18859375
2012-01-14,4,68,25,-25,704265.823364258,58822.4458694458,0.44343662,13361875
2012-01-14,4,69,25,-25,693627.9296875,60799.708366394,0.3711748,15244375
2012-01-14,4,6,25,-25,3714415.89355469,535272.407531738,1.5386915,37070625
2012-01-14,4,70,25,-25,805473.251342774,76231.3318252564,0.49014854,16636250
2012-01-14,4,71,25,-25,22021.1410522461,2270.3543305397,0.056689262,1306250
2012-01-14,4,72,25,-25,282572.040557861,33203.718662262,0.36465263,7975625
2012-01-14,4,73,25,-25,507313.72833252,47646.164894104,0.36089325,12214375
2012-01-14,4,74,25,-25,1882430.87768555,196253.280639648,0.7260599,27015000
2012-01-14,4,75,25,-25,369100.41809082,38643.1407928467,0.24888611,10795000
2012-01-14,4,76,25,-25,1392773.28491211,154356.822967529,0.41210938,26971250
2012-01-14,4,77,25,-25,1990493.1640625,221863.0027771,0.67944336,30280000
2012-01-14,4,78,25,-25,1425188.14086914,149518.194198608,1.0679169,23253125
2012-01-14,4,79,25,-25,447204.551696777,42495.8515167236,0.7489557,10755000
2012-01-14,4,7,25,-25,3226982.72705078,452272.300720215,0.9003315,31322500
2012-01-14,4,80,25,-25,425287.246704102,39697.5827217102,0.7418995,9808125
2012-01-14,4,81,25,-25,699200.057983399,63435.2016448975,0.43743134,15176875
2012-01-14,4,82,25,-25,1556490.32592773,152044.258117676,0.5274477,21573125
2012-01-14,4,83,25,-25,2496604.91943359,293037.643432617,0.8861561,22392500
2012-01-14,4,84,25,-25,4407651.67236328,524749.946594238,1.4818201,27394375
2012-01-14,4,85,25,-25,1667787.62817383,168722.019195557,0.60300636,21539375
2012-01-14,4,86,25,-25,243265.972137451,32309.0505599976,0.15102291,8624375
2012-01-14,4,87,25,-25,3126434.02099609,416169.548034668,0.8288183,28103750
2012-01-14,4,88,25,-25,59013.3142471314,7100.73173046112,0.062294006,3166875
2012-01-14,4,89,25,-25,1267807.84606934,154404.201507568,0.5621681,20926250
2012-01-14,4,8,25,-25,2858297.72949219,367645.606994629,0.7645111,30371250
2012-01-14,4,90,25,-25,315211.410522461,32550.6401062012,0.27424622,9621875
2012-01-14,4,91,25,-25,528172.760009766,51602.2872924805,0.78329754,11896875
2012-01-14,4,92,25,-25,706186.218261719,60659.3942642212,0.61789703,14173750
2012-01-14,4,93,25,-25,78725.1329421997,7444.26429271698,0.105504036,3080000
2012-01-14,4,94,25,-25,1457529.296875,148190.450668335,0.75935555,17874375
2012-01-14,4,95,25,-25,1147378.84521484,127011.241912842,0.5210619,14234375
2012-01-14,4,96,25,-25,383349.914550781,41125.2307891846,0.36196423,8555625
2012-01-14,4,97,25,-25,63479.0182113648,5438.29381465912,0.07842827,3114375
2012-01-14,4,98,25,-25,894856.567382813,107259.225845337,0.354414,15056875
2012-01-14,4,99,25,-25,1938563.38500977,260736.351013184,0.6077633,19841250
2012-01-14,4,9,25,-25,351146.73614502,35214.3359184265,0.2061634,10305625
2012-01-14,6,100,25,-25,1069909.97314453,124635.906219482,1.2030258,8506875
2012-01-14,6,101,25,-25,6062.71266937256,375.770814716816,0.103954315,280000
2012-01-14,6,102,25,-25,579946.250915527,46472.0392227173,0.75280094,6400625
2012-01-14,6,103,25,-25,622412.719726563,40641.0217285156,1.2365627,6220000
2012-01-14,6,104,25,-25,455585.670471191,37118.9570426941,0.84747887,5299375
2012-01-14,6,105,25,-25,398268.508911133,31339.4260406494,0.6011677,4748750
2012-01-14,6,106,25,-25,165879.707336426,12994.2011833191,0.85791016,2702500
2012-01-14,6,107,25,-25,965656.73828125,88837.6426696777,1.5888805,6146875
2012-01-14,6,108,25,-25,819747.543334961,118308.85887146,1.9071083,3119375
2012-01-14,6,109,25,-25,131042.242050171,12694.6413516998,0.17409611,3439375
2012-01-14,6,10,25,-25,1803654.32739258,317603.549957275,5.462265,3133750
2012-01-14,6,110,25,-25,997806.930541992,98822.7272033691,0.77627945,8876250
2012-01-14,6,111,25,-25,691741.943359375,68721.4708328247,0.61723995,7690625
2012-01-14,6,112,25,-25,1942029.11376953,292333.641052246,2.5992785,7715625
2012-01-14,6,113,25,-25,556843.719482422,83630.7048797607,2.1421146,3731250
2012-01-14,6,114,25,-25,320021.514892578,18442.3077106476,0.893487,2629375
2012-01-14,6,115,25,-25,546601.676940918,27703.263759613,1.1157885,4015625
2012-01-14,6,116,25,-25,73278.6417007446,4840.54028987885,0.70627975,1226250
2012-01-14,6,117,25,-25,653818.283081055,61387.8440856934,1.5974388,3470000
2012-01-14,6,118,25,-25,109687.929153442,4442.75379180908,0.5983658,911875
2012-01-14,6,119,25,-25,409486.236572266,32980.3252220154,1.6907425,2082500
2012-01-14,6,11,25,-25,921129.760742188,142415.199279785,4.492771,1593125
2012-01-14,6,120,25,-25,156760.692596436,19290.9002304077,0.7689457,1593125
2012-01-14,6,12,25,-25,433748.893737793,48365.6024932861,1.7931595,1536250
2012-01-14,6,13,25,-25,623516.540527344,32509.3770027161,0.6766529,10050625
2012-01-14,6,14,25,-25,47043.9863204956,2650.46030282974,0.21481895,1785625
2012-01-14,6,15,25,-25,106045.265197754,5638.75019550324,0.22263145,2729375
2012-01-14,6,16,25,-25,596226.88293457,37827.3797035217,0.45261002,9435625
2012-01-14,6,17,25,-25,741181.411743164,56502.9668807983,0.56184196,9807500
2012-01-14,6,18,25,-25,225999.050140381,18679.4579029083,0.38624573,4779375
2012-01-14,6,19,25,-25,1060955.96313477,75319.0517425537,0.54003143,13429375
2012-01-14,6,1,25,-25,600992.774963379,31480.5960655212,0.4063511,9508125
2012-01-14,6,20,25,-25,1068889.16015625,88505.8879852295,0.9703121,9493125
2012-01-14,6,21,25,-25,1926181.79321289,233027.210235596,3.4928608,7850000
2012-01-14,6,22,25,-25,612649.726867676,103574.00894165,1.5994034,2324375
2012-01-14,6,23,25,-25,685152.969360352,113675.203323364,2.41856,1876875
2012-01-14,6,24,25,-25,1083709.03015137,112411.890029907,2.6500359,2695000
2012-01-14,6,25,25,-25,822232.513427734,49847.8555679321,0.6894169,13345625
2012-01-14,6,26,25,-25,716999.053955078,45071.291923523,0.43561363,11043125
2012-01-14,6,27,25,-25,482096.252441406,29830.0909996033,0.6423893,6364375
2012-01-14,6,28,25,-25,161225.204467773,9549.38650131226,0.5399456,2919375
2012-01-14,6,29,25,-25,509933.624267578,32823.2169151306,1.3089619,6774375
2012-01-14,6,2,25,-25,772815.093994141,39640.4075622559,0.7414532,9912500
2012-01-14,6,30,25,-25,335945.892333984,21664.0210151672,0.27762413,7558125
2012-01-14,6,31,25,-25,879504.699707031,56100.3589630127,0.44303703,11137500
2012-01-14,6,32,25,-25,1013186.95068359,66931.3192367554,0.77433014,10081875
2012-01-14,6,33,25,-25,710190.124511719,46904.4303894043,0.90039825,6508125
2012-01-14,6,34,25,-25,1130225.75378418,115080.060958862,1.449995,5309375
2012-01-14,6,35,25,-25,1625353.69873047,210270.957946777,1.9800167,5322500
2012-01-14,6,36,25,-25,1805475.46386719,178391.895294189,3.1747856,3265000
2012-01-14,6,37,25,-25,715658.721923828,58176.4125823975,0.6734905,11991250
2012-01-14,6,38,25,-25,402676.544189453,33421.4901924133,0.34871864,8504375
2012-01-14,6,39,25,-25,36003.8375854492,2872.75314331055,0.14565468,1239375
2012-01-14,6,3,25,-25,785083.236694336,40828.9670944214,0.58792305,10060625
2012-01-14,6,40,25,-25,341920.81451416,25366.5041923523,0.4799862,4700625
2012-01-14,6,41,25,-25,167737.922668457,10217.4842357636,0.25336075,3437500
2012-01-14,6,42,25,-25,382987.937927246,23129.5680999756,0.28855515,9046875
2012-01-14,6,43,25,-25,1160181.65588379,81624.8321533203,0.56274223,13885625
2012-01-14,6,44,25,-25,782331.924438477,50346.9848632813,0.7475624,9923750
2012-01-14,6,45,25,-25,112146.911621094,6179.80301380158,0.75445557,2961875
2012-01-14,6,46,25,-25,375004.959106445,36422.0499992371,0.78933525,3795625
2012-01-14,6,47,25,-25,1059906.99768066,159048.156738281,1.498024,5096250
2012-01-14,6,48,25,-25,1999144.43969727,252026.271820068,3.0933418,3915000
2012-01-14,6,49,25,-25,626255.073547363,55493.1831359863,0.47434425,11099375
2012-01-14,6,4,25,-25,99987.1158599854,5538.50829601288,0.16480827,3014375
2012-01-14,6,50,25,-25,772389.144897461,69364.9482727051,0.65781975,12116250
2012-01-14,6,51,25,-25,952546.081542969,86668.1003570557,0.62766266,11610625
2012-01-14,6,52,25,-25,200647.964477539,18645.4272270203,0.2865057,4888750
2012-01-14,6,53,25,-25,664516.143798828,51191.668510437,0.42557335,9896250
2012-01-14,6,54,25,-25,202843.780517578,12188.0042552948,0.3782463,5561250
2012-01-14,6,55,25,-25,456085.662841797,35868.8974380493,0.42687988,9015625
2012-01-14,6,56,25,-25,1024568.55773926,66683.4259033203,1.058897,12759375
2012-01-14,6,57,25,-25,628239.02130127,47053.9808273315,1.1783562,6066875
2012-01-14,6,58,25,-25,170080.585479736,15873.4452724457,0.67686653,2164375
2012-01-14,6,59,25,-25,1192685.77575684,191292.610168457,2.3290958,4321250
2012-01-14,6,5,25,-25,712251.968383789,56175.8327484131,0.5949516,9386875
2012-01-14,6,60,25,-25,3228392.94433594,537758.7890625,4.181486,4308125
2012-01-14,6,61,25,-25,1512674.40795898,143848.133087158,0.62708473,20038750
2012-01-14,6,62,25,-25,1440419.46411133,139716.796875,0.71670437,16675000
2012-01-14,6,63,25,-25,2046561.27929688,234173.431396484,1.0600691,15423125
2012-01-14,6,64,25,-25,1217285.30883789,141099.700927734,0.99817085,11510000
2012-01-14,6,65,25,-25,1254270.24841309,126176.21421814,0.81700325,11926250
2012-01-14,6,66,25,-25,1311671.90551758,113310.15586853,0.88752556,15065625
2012-01-14,6,67,25,-25,997161.712646484,87262.0105743408,0.64320374,13997500
2012-01-14,6,68,25,-25,940012.969970703,76983.0799102783,0.8712826,12295000
2012-01-14,6,69,25,-25,761584.396362305,66926.4698028565,0.9619522,8936250
2012-01-14,6,6,25,-25,801019.287109375,57879.9772262573,0.5054016,10695625
2012-01-14,6,70,25,-25,1511109.92431641,183548.679351807,1.3695278,8539375
2012-01-14,6,71,25,-25,5537059.32617188,808576.66015625,6.5476418,8558750
2012-01-14,6,72,25,-25,2717144.77539063,442938.88092041,3.6886787,3773125
2012-01-14,6,73,25,-25,830893.173217774,80407.6290130615,0.3908062,14022500
2012-01-14,6,74,25,-25,412263.946533203,38630.6214332581,0.44197273,7729375
2012-01-14,6,75,25,-25,610550.308227539,73178.9112091065,0.82515526,8146875
2012-01-14,6,76,25,-25,1362654.72412109,151732.368469238,1.0401678,11962500
2012-01-14,6,77,25,-25,576206.893920899,57930.4361343384,0.6791172,7903125
2012-01-14,6,78,25,-25,139741.926193237,10651.1342525482,0.42887878,3795000
2012-01-14,6,79,25,-25,479783.363342285,44063.4059906006,0.7847614,7281875
2012-01-14,6,7,25,-25,745610.275268555,49975.4524230957,0.49972725,11170625
2012-01-14,6,80,25,-25,29306.2782287598,4770.20770311356,0.49094772,793750
2012-01-14,6,81,25,-25,774906.768798828,78002.9821395874,1.16852,8803125
2012-01-14,6,82,25,-25,1171542.73986816,158970.775604248,1.5992641,7565000
2012-01-14,6,83,25,-25,1244283.98132324,170132.465362549,1.0607872,7583750
2012-01-14,6,84,25,-25,50635.9100341797,6542.50085353851,0.3621788,1111875
2012-01-14,6,85,25,-25,612775.459289551,57927.1745681763,0.51451874,11468125
2012-01-14,6,86,25,-25,463770.599365234,48916.711807251,0.33776188,8490625
2012-01-14,6,87,25,-25,828794.479370117,93824.1004943848,0.54754734,10579375
2012-01-14,6,88,25,-25,610517.539978027,55567.6078796387,0.5542517,9288750
2012-01-14,6,89,25,-25,454896.087646484,33570.351600647,0.34133148,7608125
2012-01-14,6,8,25,-25,634383.964538574,50169.4297790527,0.6232128,7116250
2012-01-14,6,90,25,-25,158956.97593689,13933.0184459686,0.31865406,2913750
2012-01-14,6,91,25,-25,510529.327392578,36616.4588928223,0.61707497,6614375
2012-01-14,6,92,25,-25,656383.514404297,55612.2636795044,1.1918716,8642500
2012-01-14,6,93,25,-25,351554.946899414,32575.8624076843,0.5063667,6140000
2012-01-14,6,94,25,-25,1050948.71520996,128331.79473877,0.89593697,7878125
2012-01-14,6,95,25,-25,1192365.11230469,158601.245880127,1.3732224,7028125
2012-01-14,6,96,25,-25,911982.879638672,166156.940460205,1.8781261,2557500
2012-01-14,6,97,25,-25,412825.431823731,40817.5754547119,0.26556778,8822500
2012-01-14,6,98,25,-25,557534.713745117,60141.0865783691,0.48667145,8524375
2012-01-14,6,99,25,-25,509046.859741211,54916.0528182983,0.41433048,7037500
2012-01-14,6,9,25,-25,837883.758544922,104380.578994751,1.8605843,4368750
2012-01-21,1,100,25,-25,3058197.02148438,331641.883850098,1.5303974,21330625
2012-01-21,1,101,25,-25,2272897.49145508,230798.225402832,0.74486256,22238125
2012-01-21,1,102,25,-25,2183883.5144043,215485.057830811,1.0245724,22685625
2012-01-21,1,103,25,-25,787400.817871094,68367.075920105,0.46945095,16384375
2012-01-21,1,104,25,-25,993165.35949707,83659.5439910889,0.50524235,17037500
2012-01-21,1,105,25,-25,758216.552734375,57658.6818695068,0.5045128,10877500
2012-01-21,1,106,25,-25,295036.849975586,18612.1439933777,0.38222218,5303125
2012-01-21,1,107,25,-25,465446.05255127,29796.8721389771,0.4799385,6509375
2012-01-21,1,108,25,-25,423165.855407715,30547.7714538574,0.31108856,11821250
2012-01-21,1,109,25,-25,854197.845458985,63030.3049087524,1.4543724,3257500
2012-01-21,1,10,25,-25,262935.390472412,18544.6310043335,0.346179,4145000
2012-01-21,1,110,25,-25,1512218.32275391,163798.084259033,1.7071128,13075625
2012-01-21,1,111,25,-25,296281.452178955,28880.2719116211,0.6919923,5505000
2012-01-21,1,112,25,-25,1520090.33203125,149443.988800049,0.46272326,23603125
2012-01-21,1,113,25,-25,2513549.19433594,223343.143463135,0.7227669,31819375
2012-01-21,1,114,25,-25,630479.316711426,54406.7668914795,0.25444317,16911875
2012-01-21,1,115,25,-25,1604709.47265625,133053.607940674,0.5823345,28175000
2012-01-21,1,116,25,-25,268906.059265137,20739.5362854004,0.2779894,7013125
2012-01-21,1,117,25,-25,171507.053375244,10918.5338020325,0.21709156,3987500
2012-01-21,1,118,25,-25,524314.575195313,32958.1332206726,0.52115154,7055000
2012-01-21,1,119,25,-25,311286.220550537,19492.3877716064,0.2651701,5631875
2012-01-21,1,11,25,-25,481941.680908203,33751.974105835,0.7655077,3472500
2012-01-21,1,120,25,-25,685659.942626953,55014.5864486694,0.38470364,16252500
2012-01-21,1,12,25,-25,140857.362747192,18675.8375167847,0.32886505,2123750
2012-01-21,1,13,25,-25,246146.221160889,20280.0846099854,0.2018776,4988125
2012-01-21,1,14,25,-25,883139.801025391,85390.3484344482,0.6530695,7469375
2012-01-21,1,15,25,-25,794659.042358399,76048.150062561,0.6128454,8355000
2012-01-21,1,16,25,-25,442766.151428223,38229.0291786194,0.28047752,9471250
2012-01-21,1,17,25,-25,1038276.97753906,98589.1342163086,0.6073084,14935625
2012-01-21,1,18,25,-25,159824.533462524,17004.725933075,0.11077976,6300625
2012-01-21,1,19,25,-25,952557.373046875,108344.268798828,0.38778305,13905625
2012-01-21,1,1,25,-25,320362.548828125,29138.7319564819,0.29429054,4180625
2012-01-21,1,20,25,-25,890498.352050781,101352.272033691,0.51798916,13573125
2012-01-21,1,21,25,-25,479685.783386231,40222.1822738647,0.22151661,10561875
2012-01-21,1,22,25,-25,401815.68145752,21554.958820343,0.31278706,7179375
2012-01-21,1,23,25,-25,304643.650054932,23842.716217041,0.6796379,4453750
2012-01-21,1,24,25,-25,800887.52746582,126706.132888794,1.2702789,6297500
2012-01-21,1,25,25,-25,687433.090209961,33172.3403930664,0.46425915,10364375
2012-01-21,1,26,25,-25,355144.081115723,21577.0864486694,0.27091503,8255625
2012-01-21,1,27,25,-25,454038.0859375,29237.1034622192,0.3287983,9316875
2012-01-21,1,28,25,-25,654170.913696289,57399.3921279907,0.6418247,11249375
2012-01-21,1,29,25,-25,151645.803451538,15765.6490802765,0.1503706,4854375
2012-01-21,1,2,25,-25,596377.410888672,66607.027053833,0.72147655,5252500
2012-01-21,1,30,25,-25,672093.276977539,76585.7028961182,0.5146284,9738125
2012-01-21,1,31,25,-25,2538626.55639648,315929.317474365,1.5040159,17686875
2012-01-21,1,32,25,-25,883659.66796875,102805.71937561,0.48946667,12702500
2012-01-21,1,33,25,-25,711335.601806641,48450.870513916,0.34472942,14023750
2012-01-21,1,34,25,-25,84428.0338287354,5170.79591751099,0.20516205,3057500
2012-01-21,1,35,25,-25,1187500.38146973,95073.8716125488,0.6934519,11350000
2012-01-21,1,36,25,-25,855336.761474609,104670.152664185,1.3284779,9166250
2012-01-21,1,37,25,-25,154951.286315918,6046.46325111389,0.22938251,4393125
2012-01-21,1,38,25,-25,16923.4764575958,542.384013533592,0.0733366,865625
2012-01-21,1,39,25,-25,15569.3399906158,673.376396298409,0.062558174,810625
2012-01-21,1,3,25,-25,1600274.04785156,166613.712310791,1.0790462,7871250
2012-01-21,1,40,25,-25,898121.490478516,72405.5099487305,0.6246853,12571250
2012-01-21,1,41,25,-25,982488.93737793,104374.332427979,0.5071573,12445625
2012-01-21,1,42,25,-25,1157226.25732422,123396.329879761,0.54811096,13528125
2012-01-21,1,43,25,-25,716762.008666992,76014.7714614868,0.55967236,11835000
2012-01-21,1,44,25,-25,117220.268249512,9197.22318649292,0.21450901,4211250
2012-01-21,1,45,25,-25,129030.504226685,7399.08814430237,0.29066372,3266875
2012-01-21,1,46,25,-25,366943.283081055,21781.0988426209,0.41048145,7235625
2012-01-21,1,47,25,-25,564229.202270508,54087.1572494507,1.023139,9665000
2012-01-21,1,48,25,-25,210104.484558105,32709.6009254456,0.19312954,5950000
2012-01-21,1,49,25,-25,909137.420654297,58253.4646987915,1.0110817,9780625
2012-01-21,1,4,25,-25,1178332.82470703,111469.736099243,1.1323929,8451875
2012-01-21,1,50,25,-25,475272.979736328,30278.7923812866,0.5801983,9383750
2012-01-21,1,51,25,-25,276949.787139893,13386.173248291,0.2671957,6623125
2012-01-21,1,52,25,-25,426758.38470459,20489.8738861084,0.35993004,6910000
2012-01-21,1,53,25,-25,273784.637451172,16232.4345111847,0.31036663,7068750
2012-01-21,1,54,25,-25,396165.275573731,26497.5571632385,0.36373997,8338750
2012-01-21,1,55,25,-25,991077.346801758,67783.8706970215,0.9260855,13926875
2012-01-21,1,56,25,-25,139851.303100586,7680.64677715302,0.7399397,3162500
2012-01-21,1,57,25,-25,99809.5417022705,6386.41834259033,0.47369766,2243125
2012-01-21,1,58,25,-25,113968.362808228,8366.59491062164,0.33184147,3992500
2012-01-21,1,59,25,-25,2320488.43383789,329781.532287598,1.0351992,16900000
2012-01-21,1,5,25,-25,440404.090881348,44798.2549667358,0.6566744,7614375
2012-01-21,1,60,25,-25,1890618.4387207,280962.27645874,0.8840933,14731875
2012-01-21,1,61,25,-25,1019155.80749512,86900.4535675049,1.0334501,8282500
2012-01-21,1,62,25,-25,1482083.89282227,143940.515518189,1.1554346,10176250
2012-01-21,1,63,25,-25,1376401.67236328,131918.916702271,1.460227,11888750
2012-01-21,1,64,25,-25,981137.161254883,69746.9425201416,0.76339626,12537500
2012-01-21,1,65,25,-25,720972.137451172,49489.3026351929,0.67455196,10241875
2012-01-21,1,66,25,-25,202276.32522583,15743.8313961029,0.24922466,4643125
2012-01-21,1,67,25,-25,439043.083190918,33138.00573349,0.41882515,8093750
2012-01-21,1,68,25,-25,172139.797210693,11845.7758426666,0.73880196,3410625
2012-01-21,1,69,25,-25,388308.10546875,37031.0354232788,0.6472502,8099375
2012-01-21,1,6,25,-25,271468.21975708,24407.696723938,0.35502815,7781250
2012-01-21,1,70,25,-25,1221313.70544434,174405.937194824,1.0762625,11037500
2012-01-21,1,71,25,-25,1649904.0222168,238329.14352417,0.9739723,13550000
2012-01-21,1,72,25,-25,717454.833984375,99794.4736480713,0.444211,9925625
2012-01-21,1,73,25,-25,2094800.87280273,240838.470458984,2.2205524,8920000
2012-01-21,1,74,25,-25,3190526.42822266,352780.227661133,2.2772532,13171875
2012-01-21,1,75,25,-25,577735.328674317,56910.1858139038,1.3717937,8954375
2012-01-21,1,76,25,-25,1284170.07446289,123312.301635742,1.150115,16668125
2012-01-21,1,77,25,-25,1003804.01611328,103714.70451355,0.85376835,14491875
2012-01-21,1,78,25,-25,957268.295288086,109815.473556519,0.9577255,12920000
2012-01-21,1,79,25,-25,350034.713745117,41592.9841995239,0.5184965,7652500
2012-01-21,1,7,25,-25,927794.723510742,90411.376953125,0.5837202,12960000
2012-01-21,1,80,25,-25,768570.098876953,102037.944793701,0.8652191,9861250
2012-01-21,1,81,25,-25,1119040.6036377,138742.866516113,0.7108698,11706875
2012-01-21,1,82,25,-25,1303349.91455078,165025.424957275,0.8281946,11608125
2012-01-21,1,83,25,-25,110723.04725647,15829.9124240875,0.15961456,3664375
2012-01-21,1,84,25,-25,576139.335632324,62817.7642822266,0.5170431,10125625
2012-01-21,1,85,25,-25,107358.207702637,8521.04783058167,0.9412837,1517500
2012-01-21,1,86,25,-25,8485.25285720825,2062.61992454529,0.4355855,186250
2012-01-21,1,87,25,-25,2028876.34277344,316260.12802124,2.3574033,14210000
2012-01-21,1,88,25,-25,1002468.64318848,111878.786087036,0.6734295,11789375
2012-01-21,1,89,25,-25,2831955.26123047,324829.254150391,1.408925,20313750
2012-01-21,1,8,25,-25,163861.637115479,16377.3655891418,0.23011112,4379375
2012-01-21,1,90,25,-25,139915.447235107,15775.0272750855,0.14656448,5016875
2012-01-21,1,91,25,-25,841041.793823242,92171.3638305664,0.52519417,14656875
2012-01-21,1,92,25,-25,1315574.34082031,135820.379257202,0.6709976,16183125
2012-01-21,1,93,25,-25,1249949.79858398,129727.964401245,1.1495581,11766875
2012-01-21,1,94,25,-25,435188.446044922,34209.2680931091,0.30667782,8060625
2012-01-21,1,95,25,-25,589812.126159668,53584.8808288574,0.5833626,8518125
2012-01-21,1,96,25,-25,45491.4093017578,2708.61268043518,0.1231575,1576250
2012-01-21,1,97,25,-25,61041.7652130127,4322.94875383377,0.6087713,806875
2012-01-21,1,98,25,-25,203290.519714355,36408.3766937256,0.953094,2662500
2012-01-21,1,99,25,-25,1167436.21826172,172567.78717041,1.0293384,11468125
2012-01-21,1,9,25,-25,80509.6626281738,7998.45933914185,0.16336632,2550000
2012-01-21,3,100,25,-25,5732429.80957031,841986.236572266,1.0056858,45651875
2012-01-21,3,101,25,-25,830041.351318359,122368.535995483,0.24520874,22721250
2012-01-21,3,102,25,-25,4996773.68164063,669215.316772461,0.63410854,52698750
2012-01-21,3,103,25,-25,1169624.32861328,144965.019226074,0.41159248,25990625
2012-01-21,3,104,25,-25,3765349.42626953,450479.850769043,1.0711594,42533125
2012-01-21,3,105,25,-25,565903.930664063,51576.4665603638,0.22675514,15395000
2012-01-21,3,106,25,-25,1329331.20727539,103518.190383911,0.84986687,25903125
2012-01-21,3,107,25,-25,686951.370239258,45641.655921936,0.79844284,15367500
2012-01-21,3,108,25,-25,64691.8058395386,4189.37772512436,0.40983582,2132500
2012-01-21,3,109,25,-25,1200027.84729004,128137.006759644,0.40701103,20800000
2012-01-21,3,10,25,-25,928168.640136719,88503.2844543457,0.44171333,14100625
2012-01-21,3,110,25,-25,1222609.63439941,149748.916625977,0.451931,21266250
2012-01-21,3,111,25,-25,2895549.62158203,392421.112060547,0.80921173,32928750
2012-01-21,3,112,25,-25,3129664.61181641,435728.187561035,0.6084051,38310625
2012-01-21,3,113,25,-25,4015418.70117187,563503.189086914,0.70392895,45471250
2012-01-21,3,114,25,-25,4747395.01953125,644564.361572266,0.83255386,49451875
2012-01-21,3,115,25,-25,2176483.00170898,281823.272705078,0.56134796,32516875
2012-01-21,3,116,25,-25,2359581.60400391,279628.009796143,0.78266716,32244375
2012-01-21,3,117,25,-25,2185864.10522461,216305.00793457,0.5767231,35466250
2012-01-21,3,118,25,-25,673566.589355469,51377.7923583984,0.3714981,15655000
2012-01-21,3,119,25,-25,891247.482299805,57069.8976516724,0.49744797,15572500
2012-01-21,3,11,25,-25,749213.790893555,76587.1572494507,0.41541672,11891875
